onset	duration	circle_duration	stim_type	trigger	button_pushed	response_time	stim_file
4.000	.818	.456	SCRAMBLED	17	7	.949	func/s060.bmp
6.990	.870	.413	SCRAMBLED	18	7	.576	func/s060.bmp
10.197	.842	.470	UNFAMILIAR	13	7	.769	func/u055.bmp
13.254	.817	.442	UNFAMILIAR	13	7	.656	func/u054.bmp
16.244	.898	.404	UNFAMILIAR	14	7	.820	func/u054.bmp
19.534	.952	.598	UNFAMILIAR	13	4	.646	func/u059.bmp
22.708	.810	.458	UNFAMILIAR	14	4	.674	func/u059.bmp
25.781	1.000	.483	FAMOUS	5	4	.852	func/f058.bmp
29.122	.866	.568	UNFAMILIAR	13	7	.757	func/u052.bmp
32.346	.851	.590	UNFAMILIAR	14	7	.708	func/u052.bmp
34.935	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
55.464	.860	.496	SCRAMBLED	17	7	.992	func/s061.bmp
58.655	.979	.553	UNFAMILIAR	15	4	.905	func/u055.bmp
61.828	.853	.424	FAMOUS	5	7	1.282	func/f049.bmp
65.052	.922	.592	SCRAMBLED	17	4	.816	func/s058.bmp
68.343	.823	.567	SCRAMBLED	17	4	.922	func/s057.bmp
71.450	.846	.515	SCRAMBLED	18	7	.885	func/s057.bmp
74.540	.960	.478	FAMOUS	7	4	.672	func/f058.bmp
77.797	.919	.520	UNFAMILIAR	13	4	.739	func/u058.bmp
81.038	.999	.560	UNFAMILIAR	14	4	.932	func/u058.bmp
84.262	.934	.461	UNFAMILIAR	13	7	.892	func/u060.bmp
87.419	.888	.458	UNFAMILIAR	14	7	.624	func/u060.bmp
90.659	.826	.573	SCRAMBLED	19	4	.785	func/s061.bmp
93.783	.986	.512	SCRAMBLED	17	7	.735	func/s054.bmp
96.973	.899	.444	FAMOUS	7	7	1.132	func/f049.bmp
100.097	.860	.457	FAMOUS	5	7	.695	func/f064.bmp
103.187	.925	.457	SCRAMBLED	19	4	.621	func/s058.bmp
106.478	.898	.570	FAMOUS	5	4	.955	func/f056.bmp
109.735	.880	.600	FAMOUS	6	4	.578	func/f056.bmp
112.843	.940	.451	FAMOUS	5	7	.645	func/f062.bmp
115.531	20.000	20.000	n/a	999	20000	20.000	func/i999.bmp
136.077	1.000	.503	FAMOUS	5	7	.797	func/f063.bmp
139.268	.900	.429	FAMOUS	6	7	.572	func/f063.bmp
