onset	duration	onset_sample	stim_type	trigger	stim_file
27.5564	0	30312	Scrambled	17	meg/s044.bmp
30.7464	0	33821	Scrambled	18	meg/s044.bmp
33.8373	0	37221	Unfamiliar	13	meg/u055.bmp
36.9273	0	40620	Unfamiliar	13	meg/u079.bmp
40.2182	0	44240	Unfamiliar	14	meg/u079.bmp
43.4264	0	47769	Famous	5	meg/f121.bmp
46.4664	0	51113	Famous	5	meg/f033.bmp
49.7573	0	54733	Famous	6	meg/f033.bmp
53.0645	0	58371	Scrambled	17	meg/s028.bmp
56.2055	0	61826	Scrambled	17	meg/s135.bmp
59.4127	0	65354	Scrambled	18	meg/s135.bmp
62.67	0	68937	Unfamiliar	15	meg/u055.bmp
65.7609	0	72337	Famous	5	meg/f072.bmp
68.9345	0	75828	Scrambled	17	meg/s066.bmp
72.1418	0	79356	Scrambled	18	meg/s066.bmp
75.35	0	82885	Famous	7	meg/f121.bmp
78.6073	0	86468	Famous	5	meg/f063.bmp
81.7145	0	89886	Unfamiliar	13	meg/u139.bmp
84.8545	0	93340	Scrambled	19	meg/s028.bmp
88.0455	0	96850	Scrambled	17	meg/s018.bmp
91.3364	0	100470	Famous	5	meg/f076.bmp
94.4773	0	103925	Famous	6	meg/f076.bmp
97.5336	0	107287	Famous	7	meg/f072.bmp
100.575	0	110632	Scrambled	17	meg/s121.bmp
103.782	0	114160	Scrambled	17	meg/s051.bmp
106.939	0	117633	Famous	7	meg/f063.bmp
110.063	0	121069	Unfamiliar	13	meg/u140.bmp
113.17	0	124487	Unfamiliar	15	meg/u139.bmp
116.461	0	128107	Unfamiliar	13	meg/u124.bmp
119.568	0	131525	Unfamiliar	14	meg/u124.bmp
122.675	0	134943	Scrambled	19	meg/s018.bmp
125.815	0	138397	Famous	5	meg/f150.bmp
129.057	0	141963	Famous	6	meg/f150.bmp
132.297	0	145527	Scrambled	17	meg/s053.bmp
135.455	0	149000	Scrambled	18	meg/s053.bmp
138.679	0	152547	Scrambled	19	meg/s121.bmp
141.769	0	155946	Unfamiliar	13	meg/u089.bmp
144.976	0	159474	Scrambled	19	meg/s051.bmp
148.185	0	163003	Scrambled	17	meg/s052.bmp
151.342	0	166476	Scrambled	18	meg/s052.bmp
154.599	0	170059	Unfamiliar	15	meg/u140.bmp
157.89	0	173679	Famous	5	meg/f139.bmp
161.231	0	177354	Scrambled	17	meg/s138.bmp
164.238	0	180662	Scrambled	18	meg/s138.bmp
167.345	0	184079	Unfamiliar	13	meg/u128.bmp
170.469	0	187516	Unfamiliar	14	meg/u128.bmp
173.525	0	190878	Famous	5	meg/f124.bmp
176.566	0	194223	Unfamiliar	15	meg/u089.bmp
179.757	0	197733	Unfamiliar	13	meg/u044.bmp
183.048	0	201353	Unfamiliar	13	meg/u086.bmp
186.055	0	204660	Unfamiliar	14	meg/u086.bmp
189.229	0	208152	Famous	7	meg/f139.bmp
192.386	0	211625	Famous	5	meg/f091.bmp
195.443	0	214987	Famous	6	meg/f091.bmp
198.684	0	218552	Scrambled	17	meg/s105.bmp
201.958	0	222154	Scrambled	17	meg/s022.bmp
205.249	0	225774	Scrambled	18	meg/s022.bmp
208.373	0	229210	Famous	7	meg/f124.bmp
211.681	0	232849	Scrambled	17	meg/s091.bmp
214.737	0	236211	Scrambled	18	meg/s091.bmp
217.912	0	239703	Unfamiliar	15	meg/u044.bmp
221.153	0	243268	Famous	5	meg/f082.bmp
224.426	0	246869	Famous	6	meg/f082.bmp
227.684	0	250452	Unfamiliar	13	meg/u147.bmp
230.808	0	253889	Unfamiliar	14	meg/u147.bmp
233.999	0	257399	Famous	5	meg/f010.bmp
237.089	0	260798	Scrambled	19	meg/s105.bmp
240.146	0	264161	Unfamiliar	13	meg/u144.bmp
243.387	0	267726	Unfamiliar	14	meg/u144.bmp
246.511	0	271162	Famous	5	meg/f052.bmp
249.802	0	274782	Scrambled	17	meg/s035.bmp
252.975	0	278273	Scrambled	18	meg/s035.bmp
256.216	0	281838	Famous	5	meg/f090.bmp
259.374	0	285311	Famous	5	meg/f037.bmp
262.565	0	288821	Famous	6	meg/f037.bmp
265.805	0	292386	Famous	7	meg/f010.bmp
268.929	0	295822	Scrambled	17	meg/s127.bmp
272.103	0	299313	Scrambled	18	meg/s127.bmp
275.394	0	302933	Scrambled	17	meg/s128.bmp
278.501	0	306351	Famous	7	meg/f052.bmp
281.575	0	309732	Unfamiliar	13	meg/u120.bmp
284.815	0	313297	Unfamiliar	13	meg/u040.bmp
287.973	0	316770	Unfamiliar	14	meg/u040.bmp
291.214	0	320335	Famous	7	meg/f090.bmp
294.472	0	323919	Unfamiliar	13	meg/u146.bmp
297.695	0	327465	Famous	5	meg/f017.bmp
300.853	0	330938	Famous	6	meg/f017.bmp
304.044	0	334448	Unfamiliar	13	meg/u048.bmp
307.235	0	337958	Scrambled	19	meg/s128.bmp
310.458	0	341504	Unfamiliar	13	meg/u019.bmp
313.599	0	344959	Unfamiliar	15	meg/u120.bmp
316.856	0	348542	Unfamiliar	13	meg/u092.bmp
320.08	0	352088	Famous	5	meg/f066.bmp
323.271	0	355598	Unfamiliar	15	meg/u146.bmp
326.495	0	359145	Unfamiliar	13	meg/u078.bmp
329.753	0	362728	Famous	5	meg/f145.bmp
333.094	0	366403	Famous	6	meg/f145.bmp
336.135	0	369748	Unfamiliar	15	meg/u048.bmp
339.358	0	373294	Famous	5	meg/f011.bmp
342.515	0	376767	Unfamiliar	15	meg/u019.bmp
345.639	0	380203	Famous	5	meg/f106.bmp
348.93	0	383823	Famous	6	meg/f106.bmp
352.155	0	387370	Unfamiliar	15	meg/u092.bmp
355.378	0	390916	Scrambled	17	meg/s012.bmp
358.402	0	394242	Famous	7	meg/f066.bmp
361.609	0	397770	Unfamiliar	13	meg/u130.bmp
364.716	0	401188	Unfamiliar	15	meg/u078.bmp
368.041	0	404845	Famous	5	meg/f027.bmp
371.365	0	408502	Scrambled	17	meg/s041.bmp
374.623	0	412085	Scrambled	18	meg/s041.bmp
377.73	0	415503	Famous	7	meg/f011.bmp
380.921	0	419013	Unfamiliar	13	meg/u073.bmp
384.145	0	422559	Unfamiliar	14	meg/u073.bmp
387.152	0	425867	Famous	5	meg/f067.bmp
390.409	0	429450	Scrambled	19	meg/s012.bmp
393.55	0	432905	Famous	5	meg/f127.bmp
396.791	0	436470	Unfamiliar	15	meg/u130.bmp
399.981	0	439979	Scrambled	17	meg/s056.bmp
403.122	0	443434	Famous	7	meg/f027.bmp
406.379	0	447017	Scrambled	17	meg/s115.bmp
409.57	0	450527	Scrambled	18	meg/s115.bmp
412.811	0	454092	Famous	5	meg/f128.bmp
415.952	0	457547	Famous	6	meg/f128.bmp
419.159	0	461075	Scrambled	17	meg/s016.bmp
422.366	0	464603	Famous	7	meg/f067.bmp
425.506	0	468057	Famous	5	meg/f084.bmp
428.765	0	471641	Famous	6	meg/f084.bmp
432.122	0	475334	Famous	7	meg/f127.bmp
435.263	0	478789	Unfamiliar	13	meg/u065.bmp
438.436	0	482280	Unfamiliar	14	meg/u065.bmp
441.544	0	485698	Scrambled	19	meg/s056.bmp
444.651	0	489116	Unfamiliar	13	meg/u037.bmp
447.658	0	492424	Unfamiliar	13	meg/u090.bmp
450.782	0	495860	Unfamiliar	14	meg/u090.bmp
454.056	0	499462	Scrambled	17	meg/s045.bmp
457.33	0	503063	Scrambled	18	meg/s045.bmp
460.454	0	506499	Scrambled	19	meg/s016.bmp
463.578	0	509936	Scrambled	17	meg/s122.bmp
466.802	0	513482	Scrambled	18	meg/s122.bmp
469.925	0	516918	Famous	5	meg/f081.bmp
473.134	0	520447	Famous	6	meg/f081.bmp
476.407	0	524048	Scrambled	17	meg/s099.bmp
479.515	0	527466	Unfamiliar	15	meg/u037.bmp
482.655	0	530921	Unfamiliar	13	meg/u148.bmp
485.763	0	534339	Scrambled	17	meg/s063.bmp
488.936	0	537830	Unfamiliar	13	meg/u101.bmp
